Report generated on: 07-12-2024 00:33:58
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.63-1-DMA-TBPD.A","        Dominica","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-DOM-TBPD.A","        Dominican Republic","","","","","","","","","","","","","","0.4","0.4","0.5","2.2","1.1","3.1","0.4","0.4","0.4","0.4","0.4","1","1.1","1","6.13166666666667","4.95353424657534","5.58358904109589","5.06216438356164","4.94","5.17079452054795","5.43150684931507","4.14967123287671","4.89666666666667","4.5407397260274","4.758","4.9752602739726","4.6493698630137","4.8666301369863","4.93180821917808","","","","","","","","","",""
"INTL.63-1-ECU-TBPD.A","        Ecuador","","","","","","","","","","","","","","3.4","3.5","3.7","3.5","3.7","4","4.2","3.7","3.8","4.4","4.6","4","5.6","4.4","5.28666666666667","4.84490410958904","4.93180821917808","5.43150684931507","6.045","6.73506849315068","7.32167123287671","10.2764109589041","7.69166666666667","7.45202739726027","7.38684931506849","7.56065753424657","7.56065753424657","8.06035616438356","7.56065753424657","","","","","","","","","",""
"INTL.63-1-EGY-TBPD.A","        Egypt","","","","","","","","","","","","","","3.8","5.7","6.7","5.1","6.9","5.2","5.6","11","17","19","18","19","19","20","21.2983333333333","28.9173424657534","36.7821643835616","40.7145753424658","45.0666666666667","46.1460821917808","44.1690136986301","52.6204383561644","50.245","43.7996712328767","45.1684109589041","36.0652054794521","32.6976712328767","35.391698630137","37.3904931506849","","","","","","","","","",""
"INTL.63-1-SLV-TBPD.A","        El Salvador","","","","","","","","","","","","","","0","0.4","0","0.6","0.7","0.5","0.6","0.7","0.8","0.7","1.4","0.7","1.2","0.9","0.823333333333333","0.869041095890411","0.847315068493151","0.977671232876712","1.06166666666667","1.10802739726027","0.847315068493151","1.4773698630137","1.25666666666667","1.19493150684931","1.15147945205479","1.17320547945205","0.890767123287671","0","0","","","","","","","","","",""
"INTL.63-1-GNQ-TBPD.A","        Equatorial Guinea","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-ERI-TBPD.A","        Eritrea","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","1.4","0.8","0.8","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SWZ-TBPD.A","        Eswatini","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-ETH-TBPD.A","        Ethiopia","","","","","","","","","","","","","","1.1","1.2","1.3","1.4","1.2","1.1","1.4","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-FLK-TBPD.A","        Falkland Islands","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-FRO-TBPD.A","        Faroe Islands","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-FJI-TBPD.A","        Fiji","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","","","","","","","--","--","--","--","--","--","1","1.3","1.6","0.9","1.2","2.1","2.1","0.2","0.0866666666666667","1.08630136986301","1.10802739726027","1.84671232876712","1.21333333333333","1.23838356164384","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.63-1-SUN-TBPD.A","        Former U.S.S.R.","","","","","","","","","","","","","","0","415","590","593","550","406","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.63-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","","","","","","","6.2","7.4","7","6.1","6.1","2.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.63-1-GUF-TBPD.A","        French Guiana","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-PYF-TBPD.A","        French Polynesia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GAB-TBPD.A","        Gabon","","","","","","","","","","","","","","0","0","1.5","1.2","1.5","1.5","1.4","1.2","1.5","1.5","1.6","0.9","1.3","1.3","1.105","0.934219178082192","1.32528767123288","0.999397260273973","0.931666666666667","1.21665753424658","1.15147945205479","1.19493150684931","1.235","1.41219178082192","1.586","1.84671232876712","1.06166666666667","1.3687397260274","1.30356164383562","","","","","","","","","",""
"INTL.63-1-GMB-TBPD.A","        Gambia, The","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GEO-TBPD.A","        Georgia","","","","","","","","","","","","","","--","--","--","--","--","--","0.7","0","0.3","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GHA-TBPD.A","        Ghana","","","","","","","","","","","","","","0.5","0.6","1","0.5","0.4","0.6","1","1.1","1.2","1.1","1.1","1.1","1.2","1.2","2.34","1.39046575342466","1.78153424657534","1.86843835616438","2.31833333333333","2.58539726027397","0.999397260273973","1.43391780821918","0.455","0.0217260273972603","2.54194520547945","2.52021917808219","1.04","1.30356164383562","0.195534246575342","","","","","","","","","",""
"INTL.63-1-GIB-TBPD.A","        Gibraltar","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GRL-TBPD.A","        Greenland","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GRD-TBPD.A","        Grenada","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GTM-TBPD.A","        Guatemala","","","","","","","","","","","","","","0.6","0.8","0.8","0.9","0.7","0.9","0.7","0.6","0.7","1","0.6","0.6","0.3","0.5","0.455","0.347616438356164","0.282438356164384","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GIN-TBPD.A","        Guinea","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-GUY-TBPD.A","        Guyana","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-HTI-TBPD.A","        Haiti","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-HND-TBPD.A","        Honduras","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.02767","0.03568","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-HKG-TBPD.A","        Hong Kong","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-IND-TBPD.A","        India","","","","","","","","","","","","","","33","37","38","36","39","36","36","37","43","46","46","47","44","50","54.4483333333333","56.3790410958904","66.3295616438356","93.1829315068493","112.688333333333","134.614465753425","169.571643835616","197.858931506849","174.871666666667","201.965150684932","207.918082191781","218.672465753425","218.573333333333","243.76602739726","241.224082191781","","","","","","","","","",""
"INTL.63-1-IDN-TBPD.A","        Indonesia","","","","","","","","","","","","","","4.5","10","16","20","15","15","17","13","16","18","25","21","25","17","23.0533333333333","23.703095890411","25.6149863013699","29.3953150684931","30.7233333333333","29.3518630136986","29.2432328767123","22.5081643835616","30.7233333333333","45.7115616438356","43.0609863013699","46.7544109589041","52.065","51.0344383561644","54.6409589041096","","","","","","","","","",""
"INTL.63-1-IRN-TBPD.A","        Iran","","","","","","","","","","","","","","7","7","6.8","8","10","20","22","24","26","27","28","12","14","2.7","18.9366666666667","19.4882465753425","17.2287397260274","18.8799178082192","17.225","18.4236712328767","22.6385205479452","21.5522191780822","22.1433333333333","26.3319452054795","27.9396712328767","24.3331506849315","24.7866666666667","25.4194520547945","26.875095890411","","","","","","","","","",""
"INTL.63-1-IRQ-TBPD.A","        Iraq","","","","","","","","","","","","","","8","7.5","9","11","18","5.4","9.9","20","24","24","24","12","12","12","7.77833333333333","7.7127397260274","8.32106849315069","7.7127397260274","7.865","7.69101369863014","7.79964383561644","5.23597260273973","9.945","10.2112328767123","6.344","6.69161643835616","3.03333333333333","3.12854794520548","4.67109589041096","","","","","","","","","",""
"INTL.63-1-JAM-TBPD.A","        Jamaica","","","","","","","","","","","","","","2.5","2.9","0.1","0.8","1.9","1.9","1.3","1.2","1.1","1","0.6","1","0.7","0.9","1.365","1.4773698630137","1.93361643835616","1.34701369863014","1.3","0.890767123287671","1.3687397260274","1.45564383561644","1.105","1.54254794520548","2.12915068493151","1.95534246575342","1.97166666666667","1.97706849315069","1.65117808219178","","","","","","","","","",""
"INTL.63-1-JOR-TBPD.A","        Jordan","","","","","","","","","","","","","","3.4","3.8","3.8","5","5.4","2.1","4.3","4.8","4.6","5.3","6.5","6.5","4.8","4.7","5.30833333333333","4.60591780821918","4.49728767123288","5.77912328767123","4.18166666666667","7.08261975342466","6.53297298630137","6.31178030136986","6.47088","6.69622235616438","7.44422775342466","7.15290345205479","7.72915","7.06745498630137","6.90209819178082","","","","","","","","","",""
"INTL.63-1-KAZ-TBPD.A","        Kazakhstan","","","","","","","","","","","","","","--","--","--","--","--","--","21","11","5.4","5.4","6.8","4.3","4.3","5","0.758333333333333","1.30356164383562","2.91128767123288","3.67169863013699","3.48833333333333","2.9547397260274","3.71515068493151","4.56246575342466","4.745","4.41038356164384","5.80084931506849","4.56246575342466","4.34520547945205","4.34520547945205","6.53953424657534","","","","","","","","","",""
"INTL.63-1-KEN-TBPD.A","        Kenya","","","","","","","","","","","","","","0","5.4","5.6","6","6.4","5.4","6.9","6.5","6.4","5.7","5.7","5.1","5","5.1","6.06666666666667","4.8666301369863","4.14967123287671","4.23657534246575","4.63666666666667","4.93180821917808","5.21424657534247","5.12734246575342","4.78833333333333","5.45323287671233","5.30115068493151","5.97465753424658","3.40166666666667","2.10742465753425","2.21605479452055","","","","","","","","","",""
"INTL.63-1-KIR-TBPD.A","        Kiribati","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-XKS-TBPD.A","        Kosovo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-KWT-TBPD.A","        Kuwait","","","","","","","","","","","","","","27","29","35","54","37","12","20","20","101","161","168","35","41","48","37.8083333333333","33.0452876712329","38.150904109589","44.2341917808219","44.8716666666667","49.8829589041096","54.5975068493151","58.1171232876712","54.4483333333333","54.1195342465753","55.7707123287671","55.1406575342466","59.54","54.1847123287671","52.9680547945205","","","","","","","","","",""
"INTL.63-1-KGZ-TBPD.A","        Kyrgyzstan","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-LAO-TBPD.A","        Laos","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-LBN-TBPD.A","        Lebanon","","","","","","","","","","","","","","0.6","0.3","1.7","2","1.1","0.9","1.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-LSO-TBPD.A","        Lesotho","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-LBR-TBPD.A","        Liberia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-LBY-TBPD.A","        Libya","","","","","","","","","","","","","","14","18","18","23","25","33","33","33","33","33","34","31","29","29","32.955","33.5884383561644","29.0259726027397","28.3741917808219","28.6216666666667","25.462904109589","23.8551780821918","25.7887945205479","26.455","32.5021369863014","30.8509589041096","14.187095890411","16.0338082191781","21.3132328767123","8.01690410958904","","","","","","","","","",""
"INTL.63-1-MAC-TBPD.A","        Macau","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MDG-TBPD.A","        Madagascar","","","","","","","","","","","","","","0.02172","0.02172","0.02166","0.02172","0.02172","0.02172","0.02166","0.02172","0.02172","0.02172","0.02166","0.02172","0.02172","0.0217260273972603","1.165684","0.92939817260274","0.468208926027397","0.0217260273972603","0.586297833333333","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MWI-TBPD.A","        Malawi","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MYS-TBPD.A","        Malaysia","","","","","","","","","","","","","","6.6","6","6.2","7.5","7.9","7.4","8.6","9","12","21","21","36","42","45","55.8566666666667","62.1581643835616","54.0760821917808","49.8395068493151","56.5123","53.7501917808219","61.8322739726027","66.0471232876712","65.91","64.9608219178082","60.8763287671233","72.7821917808219","82.2033333333333","57.9215890410959","61.3977534246575","","","","","","","","","",""
"INTL.63-1-MDV-TBPD.A","        Maldives","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MLI-TBPD.A","        Mali","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MLT-TBPD.A","        Malta","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MTQ-TBPD.A","        Martinique","","","","","","","","","","","","","","0","0","0","0","0","1.4","0.9","1","0","0","0","0","0","0","3.6075","3.39360547945205","3.45443835616438","3.32842739726027","3.20233333333333","3.04164383561644","2.82438356164384","2.65057534246575","2.70833333333333","2.60712328767123","2.52021917808219","2.52021917808219","2.47","2.43331506849315","2.38986301369863","","","","","","","","","",""
"INTL.63-1-MRT-TBPD.A","        Mauritania","","","","","","","","","","","","","","0","0","0.4","0.4","1.4","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MUS-TBPD.A","        Mauritius","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.63-1-MDA-TBPD.A","        Moldova","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MNG-TBPD.A","        Mongolia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MNE-TBPD.A","        Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MSR-TBPD.A","        Montserrat","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MAR-TBPD.A","        Morocco","","","","","","","","","","","","","","4.4","4.2","4.7","4.6","5.4","4","4.5","4.8","5.2","5.2","5.1","5.2","5.9","6.1","6.11","5.88775342465753","2.97646575342466","2.34641095890411","3.77","5.73567123287671","5.12734246575342","6.344","5.67666666666667","5.58358904109589","8.90767123287671","12.0144931506849","19.0016666666667","23.0295890410959","19.6837808219178","","","","","","","","","",""
"INTL.63-1-MOZ-TBPD.A","        Mozambique","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-NAM-TBPD.A","        Namibia","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-NRU-TBPD.A","        Nauru","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-NPL-TBPD.A","        Nepal","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","","","","","","","13","15","16","16","17","16","17","18","18","18","18","18","20","19","18.6116666666667","19.2492602739726","15.2082191780822","16.4683287671233","16.8133333333333","18.7278356164384","17.7067123287671","17.0114794520548","16.64","15.2082191780822","6.97405479452055","13.6656712328767","14.2305479452055","12.9269863013699","15.0344109589041","","","","","","","","","",""
"INTL.63-1-NCL-TBPD.A","        New Caledonia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-NIC-TBPD.A","        Nicaragua","","","","","","","","","","","","","","0.3","0.3","0.3","0.3","0.3","0.5","0.3","0.3","0.2","0.3","0.4","0.4","0.5","0.5","0.91","1.04284931506849","0.82558904109589","0.82558904109589","0.498333333333333","0.456246575342466","0.391068493150685","0.564876712328767","0.411666666666667","0.477972602739726","0.477972602739726","0.651780821917808","0.433333333333333","0.608328767123288","0.630054794520548","","","","","","","","","",""
"INTL.63-1-NER-TBPD.A","        Niger","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-NGA-TBPD.A","        Nigeria","","","","","","","","","","","","","","1.2","1","1.2","5.2","7.2","7.8","7.4","0.9","1.1","1.2","10","10","6.1","7","1.47333333333333","3.62824657534247","3.41098630136986","1.93361643835616","1.40833333333333","2.93301369863014","1.75980821917808","0.738684931506849","1.495","0.716958904109589","1.45564383561644","1.67290410958904","1.34333333333333","1.65117808219178","1.02112328767123","","","","","","","","","",""
"INTL.63-1-NIU-TBPD.A","        Niue","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-PRK-TBPD.A","        North Korea","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-MKD-TBPD.A","        North Macedonia","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0.0651780821917808","0","0.152082191780822","0.238986301369863","0","0","0.499698630136986","0.716958904109589","0.369342465753425","0.433333333333333","0.434520547945205","0.434520547945205","0.586602739726027","0.368333333333333","0.108630136986301","0","","","","","","","","","",""
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.63-1-OMN-TBPD.A","        Oman","","","","","","","","","","","","","","4","2.7","2.5","2.6","5.9","6.4","3.6","3.2","3.5","3.5","3.4","2.8","3.1","4","4.52833333333333","4.12794520547945","5.54013698630137","4.758","3.835","4.73627397260274","6.21364383561644","4.758","16.6183333333333","16.2727945205479","12.8183561643836","13.7308493150685","15.4266666666667","12.2534794520548","13.4049589041096","","","","","","","","","",""
"INTL.63-1-PAK-TBPD.A","        Pakistan","","","","","","","","","","","","","","11","11","10","11","11","11","9.8","6.5","15","14","13","13","13","16","13.845","14.1653698630137","15.86","18.0108767123288","21.06","24.5286849315068","22.117095890411","18.3802191780822","18.07","16.0120821917808","12.5359178082192","6.90887671232877","12.155","14.3174520547945","14.5347123287671","","","","","","","","","",""
"INTL.63-1-PSE-TBPD.A","        Palestinian Territories","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-PAN-TBPD.A","        Panama","","","","","","","","","","","","","","1.3","1.7","1.4","1.1","1.5","0.9","1.3","1","0.5","1.1","0.5","2.8","0.5","0.5","1.32166666666667","1.89016438356164","0.391068493150685","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-PNG-TBPD.A","        Papua New Guinea","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.4","0.4","0.4","0.4","0.4","0","0","0","0","0","1.946022","2.29674526027397","1.6946301369863","1.79833333333333","1.71635616438356","1.89016438356164","1.71635616438356","2.57183333333333","2.49632054794521","0","","","","","","","","","",""
"INTL.63-1-PRY-TBPD.A","        Paraguay","","","","","","","","","","","","","","0.4","0.4","0.4","0.4","0.7","0.5","0.2","0.5","0.4","0.4","0","0.06517","0.06517","0.0217260273972603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-PER-TBPD.A","        Peru","","","","","","","","","","","","","","7","6.2","5.4","5.4","5.6","5.9","4.9","6.3","6.4","6.7","9.3","8","9.4","8.8","7.41","7.36512328767123","7.64756164383562","8.29934246575342","9.05666666666667","5.86602739726027","10.9064657534247","12.2969315068493","12.61","12.1448493150685","13.1442465753425","12.9704383561644","14.755","13.4918630136986","14.5564383561644","","","","","","","","","",""
"INTL.63-1-PHL-TBPD.A","        Philippines","","","","","","","","","","","","","","8","9","10","12","9.4","9.5","11","8.4","13","14","17","18","12","14","13.7366666666667","12.4924657534247","13.0790684931507","13.0138904109589","11.83","14.4478082191781","15.1864931506849","15.5123835616438","15.3833333333333","14.5347123287671","16.9028493150685","16.6421369863014","14.885","13.8612054794521","16.5335068493151","","","","","","","","","",""
"INTL.63-1-QAT-TBPD.A","        Qatar","","","","","","","","","","","","","","1.8","2.1","4.7","7.7","8.3","11","8.7","10","9.2","8.7","9.1","9","9.5","9.1","7.995","10.602301369863","18.0543287671233","20.0096712328767","20.9083333333333","20.0965753424658","22.703698630137","24.0289863013699","24.1583333333333","29.3735890410959","69.5015616438356","77.800904109589","73.385","71.1092876712329","62.5926849315068","","","","","","","","","",""
"INTL.63-1-REU-TBPD.A","        Reunion","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-ROU-TBPD.A","        Romania","","","","","","","","","","","","","","0","0","0","8.1","7.2","7.8","7.5","5.6","4.6","3.9","2","1.9","1.8","1.8","3.48833333333333","4.00833333333333","2.28123287671233","3.43271232876712","3.835","4.14967123287671","5.15666666666667","6.03983561643836","7.10666666666667","6.344","6.10501369863014","5.95293150684931","5.50333333333333","6.4526301369863","8.08208219178082","","","","","","","","","",""
"INTL.63-1-RUS-TBPD.A","        Russia","","","","","","","","","","","","","","--","--","--","--","--","--","296","242","200","196","186","172","200","180","188.868333333333","194.795561643836","202.117232876712","205.376136986301","201.131666666667","218.042410958904","230.339342465753","232.446767123288","246.87","226.928356164384","241.658602739726","271.857780821918","279.461890410959","295.799863013699","295.104630136986","","","","","","","","","",""
"INTL.63-1-RWA-TBPD.A","        Rwanda","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SHN-TBPD.A","        Saint Helena","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-LCA-TBPD.A","        Saint Lucia","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-WSM-TBPD.A","        Samoa","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
