Report generated on: 07-12-2024 00:33:58
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.63-1-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SAU-TBPD.A","        Saudi Arabia","","","","","","","","","","","","","","32","58","54","59","103","178","58","59","60","60","63","89","88","89","69.1816666666667","62.2667945205479","61.8974520547945","67.9590136986301","69.2466666666667","83.8841917808219","80.1690410958904","69.7622739726027","72.0416666666667","65.8298630136986","60.2462739726027","62.9620273972603","65.975","61.6367397260274","80.1473150684932","","","","","","","","","",""
"INTL.63-1-SEN-TBPD.A","        Senegal","","","","","","","","","","","","","","1.5","1.6","1.9","1.6","1.6","1.5","1.7","2","2","2","2","2.5","2.5","0.8","1.43","1.21665753424658","1.56427397260274","2.73747945205479","2.86","1.9118904109589","0.673506849315068","1.02112328767123","1.01833333333333","1.4773698630137","0.80386301369863","1.3687397260274","0.173333333333333","0.260712328767123","0.260712328767123","","","","","","","","","",""
"INTL.63-1-SRB-TBPD.A","        Serbia","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","0.975","1.23838356164384","1.495","1.12975342465753","1.4773698630137","1.62945205479452","1.58166666666667","1.586","2.36813698630137","","","","","","","","","",""
"INTL.63-1-SYC-TBPD.A","        Seychelles","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SLE-TBPD.A","        Sierra Leone","","","","","","","","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.3","0.3","0.4","0.4","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SGP-TBPD.A","        Singapore","","","","","","","","","","","","","","113","117","135","145","176","168","147","143","148","150","152","174","140","138","159.12","151.169698630137","139.133479452055","157.73095890411","164.536666666667","190.863150684932","189.255424657534","203.985671232877","193.223333333333","174.872794520548","180.608465753425","205.115424657534","211.271666666667","214.34898630137","208.48295890411","","","","","","","","","",""
"INTL.63-1-SLB-TBPD.A","        Solomon Islands","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SOM-TBPD.A","        Somalia","","","","","","","","","","","","","","1.4","0.5","0.4","0.4","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0","0","1.41219178082192","1.41219178082192","1.40833333333333","1.41219178082192","1.41219178082192","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-ZAF-TBPD.A","        South Africa","","","","","","","","","","","","","","8.7","8.7","8.8","8.9","9.2","8.8","18","19","21","24","28","31","34","38","36.5516666666667","33.4580821917808","33.4146301369863","39.4110136986301","35.2083333333333","36.6952602739726","33.6101643835616","33.6536164383562","36.985","35.7610410958904","32.5673150684932","38.4985205479452","35.1433333333333","35.8262191780822","37.2300630071509","","","","","","","","","",""
"INTL.63-1-SSD-TBPD.A","        South Sudan","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","","","","","","","","","",""
"INTL.63-1-LKA-TBPD.A","        Sri Lanka","","","","","","","","","","","","","","2.1","1.5","1.8","1.1","2.2","1.7","1.5","1.9","1.3","1.5","1.5","1.6","1.2","1.2","1.99333333333333","1.93361643835616","1.56427397260274","2.08569863013699","2.73","2.47676712328767","2.8461095890411","3.71515068493151","3.33666666666667","4.23657534246575","2.73747945205479","3.36753424657534","2.015","2.71575342465753","3.64997260273973","","","","","","","","","",""
"INTL.63-1-SDN-TBPD.A","        Sudan","","","","","","","","","","","","","","1.5","0.9","1.8","1.4","1.4","1.6","1.8","1.9","1","2","2","2","2","0.2","0","2.93301369863014","4.08449315068493","2.8461095890411","3.87833333333333","4.9752602739726","4.47556164383562","2.9547397260274","2.795","3.23717808219178","3.78032876712329","3.23717808219178","2.55666666666667","2.49849315068493","2.60712328767123","","","","","","","","","",""
"INTL.63-1-SUR-TBPD.A","        Suriname","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-SYR-TBPD.A","        Syria","","","","","","","","","","","","","","6.4","7.1","9.3","11","11","7","6.2","6.3","6.5","4.5","4.4","5","5","4.2","5.93666666666667","4.19312328767123","4.82317808219178","4.4321095890411","5.30833333333333","4.80145205479452","4.4321095890411","3.97586301369863","4.55","4.25830136986301","7.69101369863014","6.40917808219178","5.33","3.54134246575342","3.54134246575342","","","","","","","","","",""
"INTL.63-1-TWN-TBPD.A","        Taiwan","","","","","","","","","","","","","","12","14","13","15","15","20","24","26","24","26","29","33","34","33","37.8943533697632","48.2807099164297","55.7521840268803","47.2537434306884","63.2874007629653","88.1183768415611","95.4307056086844","91.6681485310588","91.5373749871121","96.6806065305419","80.6193676229861","71.7105195140863","82.580575317043","82.9502024640303","80.3742052209873","","","","","","","","","",""
"INTL.63-1-TJK-TBPD.A","        Tajikistan","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-TZA-TBPD.A","        Tanzania","","","","","","","","","","","","","","1","0.6","0.6","0.3","0.3","0.06493","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-THA-TBPD.A","        Thailand","","","","","","","","","","","","","","20","19","22","28","45","32","36","40","49","54","61","66","61","71","74.7121696394817","73.0111139829413","80.4669595933488","73.3574567071595","79.5752139395814","83.3393641767899","96.5434651503403","91.7136210907211","103.13606213699","102.955113293702","106.764883260102","108.429396054105","100.659861841427","115.104678211424","113.758938571552","","","","","","","","","",""
"INTL.63-1-BHS-TBPD.A","        The Bahamas","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-TLS-TBPD.A","        Timor-Leste","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-TGO-TBPD.A","        Togo","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-TON-TBPD.A","        Tonga","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-TTO-TBPD.A","        Trinidad and Tobago","","","","","","","","","","","","","","6.8","5.3","7.3","7.3","5","6.4","3.2","4.3","8","8.2","11","10","7.5","16","15.6216666666667","14.2957260273973","15.0561369863014","14.5781643835616","13.065","17.5980821917808","16.6855890410959","17.4894520547945","16.6833333333333","16.5986849315068","12.0579452054795","14.2305479452055","8.60166666666667","13.1442465753425","10.2981369863014","","","","","","","","","",""
"INTL.63-1-TUN-TBPD.A","        Tunisia","","","","","","","","","","","","","","1.3","2.2","1.5","1.7","1.6","2.5","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0869041095890411","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-TKM-TBPD.A","        Turkmenistan","","","","","","","","","","","","","","--","--","--","--","--","--","2.2","1.7","5.3","4.3","4.8","4.6","5.4","5.4","6.93333333333333","6.99578082191781","8.01690410958904","9.10320547945206","9.1","9.55945205479452","8.90767123287671","9.55945205479452","9.96666666666667","10.4284931506849","11.5147945205479","10.4284931506849","8.99166666666667","9.88534246575342","10.2112328767123","","","","","","","","","",""
"INTL.63-1-TCA-TBPD.A","        Turks and Caicos Islands","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"none","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.63-1-USIQ-TBPD.A","        U.S. Pacific Islands","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-UGA-TBPD.A","        Uganda","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-UKR-TBPD.A","        Ukraine","","","","","","","","","","","","","","--","--","--","--","--","--","32","26","14","19","14","13","14","14","5.56833333333333","6.4526301369863","7.38684931506849","7.84309589041096","10.2483333333333","11.1237260273973","8.69041095890411","8.34279452054795","6.45666666666667","5.0838904109589","6.82197260273973","5.60531506849315","4.51901369863014","0","0","","","","","","","","","",""
"INTL.63-1-ARE-TBPD.A","        United Arab Emirates","","","","","","","","","","","","","","23","23","23","24","25","24","24","22","26","56","54","65","55","55","84.695","83.1455068493151","107.000684931507","118.493753424658","117","117.407452054795","116.994657534247","107.500383561644","106.405","116.060438356164","123.794904109589","139.220383561644","148.46","151.408684931507","135.005534246575","","","","","","","","","",""
"INTL.63-1-URY-TBPD.A","        Uruguay","","","","","","","","","","","","","","0.5","0.7","0.4","0.7","0.5","0.7","0.7","0.3","0","0","0","0.8","1.3","1.5","1.56","1.15147945205479","0.869041095890411","0.521424657534247","0.953333333333333","0.890767123287671","1.15147945205479","1.30356164383562","1.38666666666667","1.32528767123288","1.586","1.08630136986301","1.56","1.54254794520548","1.8032602739726","","","","","","","","","",""
"INTL.63-1-UZB-TBPD.A","        Uzbekistan","","","","","","","","","","","","","","--","--","--","--","--","--","4.3","5.2","5.4","4.3","6.5","5.9","5.9","6.4","6.32666666666667","6.24","6.13166666666667","6.67333333333333","6.84666666666667","4.72333333333333","4.72333333333333","4.30175342465753","4.20333333333333","3.97586301369863","3.36753424657534","3.172","2.82438356164384","2.67230136986301","2.52021917808219","","","","","","","","","",""
"INTL.63-1-VUT-TBPD.A","        Vanuatu","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-VEN-TBPD.A","        Venezuela","","","","","","","","","","","","","","57","58","63","59","69","73","79","72","80","73","85","111","81","86","88.1833333333333","90.2716438356164","87.6645205479452","68.9366849315068","80.5783333333333","78.300602739726","71.6958904109589","73.8250410958904","75.8983333333333","80.2776712328767","74.9765205479452","74.1943835616438","70.525","55.2927397260274","61.7236438356164","","","","","","","","","",""
"INTL.63-1-VNM-TBPD.A","        Vietnam","","","","","","","","","","","","","","0","0","0","0","0.02172","0.02172","0.02166","0.02172","0.02172","0.02172","0.02166","0.04214","0.04","0","0","0","0","0","0","0","0","0","0","1.75980821917808","0.847315068493151","1.8032602739726","1.17","1.62945205479452","2.10742465753425","","","","","","","","","",""
"INTL.63-1-WAK-TBPD.A","        Wake Island","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-ESH-TBPD.A","        Western Sahara","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-YEM-TBPD.A","        Yemen","","","","","","","","","","","","","","5.4","5.4","5.6","5.6","6.3","8","8.7","8.1","2.2","7.6","10","8.3","10","6.3","7.43166666666667","7.49547945205479","7.06095890410959","7.77791780821918","6.955","8.75558904109589","8.60350684931507","10.5588493150685","7.77833333333333","8.95112328767123","7.88654794520548","4.23657534246575","2.70833333333333","7.08268493150685","6.19191780821918","","","","","","","","","",""
"INTL.63-1-ZMB-TBPD.A","        Zambia","","","","","","","","","","","","","","1","1.1","1.4","1.5","1.3","1.4","0.8","0.8","0.8","0.8","0.9","0.9","0.9","0.4","0.0216666666666667","0.282438356164384","0.369342465753425","0.434520547945205","0.498333333333333","0.412794520547945","0.412794520547945","0.456246575342466","0.498333333333333","0.608328767123288","0.651780821917808","0.695232876712329","0.738684931506849","0.673506849315068","0.76041095890411","","","","","","","","","",""
"INTL.63-1-ZWE-TBPD.A","        Zimbabwe","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-OPNO-TBPD.A","    Non-OPEC","","","","","","","","1760","1708","1652","1714","1916.8","1981.6","2694.32172","3197.12172","3508.28633","3653.12172","3748.67111","3497.64405","3503.94332","3476.64344","3594.05576876712","3689.039543561643","3878.8212641530054","3989.2361258904125","4081.0891324657564","4126.160904109588","4315.097704277","4209.091919788868","4181.645361678678","4169.718727991728","4470.621376470306","4601.931787337986","4684.51617119738","4806.688407457396","4900.592030238855","4687.109213413287","4820.2840128830885","4980.703676554493","5023.114062343738","5163.201930182303","5499.123137868183","4019.290662502801","1650","1702","","","","","","",""
"INTL.63-1-AFG-TBPD.A","        Afghanistan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-ALB-TBPD.A","        Albania","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.1","0.3","0.3","0.3","0","0","0","0.173333333333333","0.195534246575342","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-ASM-TBPD.A","        American Samoa","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
